ID_event,granule_couple,coordinates,sensing_time,detector_number,N_v,N_h,N_eff
Mexico_0,"[0, 2]",[  25.43221955 -100.2269484 ],2021-03-25 17:26:43,6,-14.0,-2.0,14.142135623730951
Mexico_0,"[2, 4]",[  25.21910749 -100.28070636],2021-03-25 17:26:47,6,-13.0,-2.0,13.152946437965905
Greece_5,"[0, 2]",[38.54562942 24.2867681 ],2019-07-05 09:19:45,6,-15.0,-12.0,19.209372712298546
Greece_5,"[2, 4]",[38.33379261 24.22004876],2019-07-05 09:19:49,6,-15.0,-12.0,19.209372712298546
Kenya_0,"[0, 2]",[-0.18613292 37.37748282],2019-02-28 07:59:53,6,-15.0,-12.0,19.209372712298546
Kenya_0,"[2, 4]",[-0.40036289 37.3305413 ],2019-02-28 07:59:56,6,-15.0,-12.0,19.209372712298546
France_1,"[0, 2]",[43.60980383  5.83979465],2017-07-24 10:38:47,6,-14.0,-1.0,14.035668847618199
Italy_2,"[0, 1]",[41.977177   12.82933963],2021-08-13 10:09:03,6,-14.0,-2.0,14.142135623730951
Italy_2,"[1, 2]",[41.76594104 12.75711796],2021-08-13 10:09:06,6,-12.0,-3.0,12.36931687685298
