ID_event,granule_couple,coordinates,sensing_time,detector_number,N_v,N_h,N_eff
Krysuvik-Trolladyngja_02,"[3, 5]",[ 63.80615319 -22.60640091],19/04/2021 13:04,3,-174,-2,174.0114939
Krysuvik-Trolladyngja_03,"[0, 2]",[ 63.89241092 -22.01381064],07/08/2021 13:04,4,187,-3,187.0240626
Krysuvik-Trolladyngja_03,"[1, 3]",[ 64.01957227 -22.43575772],07/08/2021 13:04,3,-174,-2,174.0114939
Krysuvik-Trolladyngja_03,"[2, 4]",[ 63.68910082 -22.18227277],07/08/2021 13:04,4,187,-3,187.0240626
Krysuvik-Trolladyngja_03,"[3, 5]",[ 63.81578639 -22.60189428],07/08/2021 13:04,3,-174,-2,174.0114939
La_Palma_00,"[0, 2]",[ 28.71915298 -17.80297272],20/09/2021 12:03,10,185,-9,185.2187895
La_Palma_00,"[1, 3]",[ 28.83321995 -18.0287129 ],20/09/2021 12:03,9,-172,-11,172.3513853
La_Palma_00,"[2, 4]",[ 28.50664309 -17.8615473 ],20/09/2021 12:03,10,185,-10,185.2700731
La_Palma_02,"[0, 1]",[ 28.7623614  -17.79747134],30/09/2021 12:03,10,185,-9,185.2187895
La_Palma_02,"[1, 3]",[ 28.54970515 -17.85575985],30/09/2021 12:03,10,185,-9,185.2187895
La_Palma_02,"[2, 4]",[ 28.66379659 -18.08104263],30/09/2021 12:03,9,-173,-11,173.3493582
Mayon_01,"[0, 1]",[ 13.32038554 123.67650837],30/01/2018 02:23,7,-170,-1,170.0029412
Mayon_01,"[1, 2]",[ 13.10635284 123.62750447],30/01/2018 02:23,7,-170,-1,170.0029412
Mayon_02,"[0, 1]",[ 13.37346926 123.68979356],09/02/2018 02:23,7,-170,-1,170.0029412
Mayon_02,"[1, 2]",[ 13.15949385 123.64079449],09/02/2018 02:23,7,-170,-1,170.0029412
Nyamulagira_00,"[0, 1]",[-1.31880093 29.12849867],18/04/2018 08:30,4,185,-3,185.0243227
Nyamulagira_00,"[1, 3]",[-1.53287979 29.08130318],18/04/2018 08:30,4,185,-3,185.0243227
Nyamulagira_00,"[2, 4]",[-1.30693364 29.35306001],18/04/2018 08:30,5,-170,-1,170.0029412
Nyamulagira_00,"[4, 5]",[-1.52090327 29.30573071],18/04/2018 08:30,5,-170,-2,170.0117643
Nyamulagira_01,"[0, 1]",[-1.33677215 29.1268529 ],25/08/2021 08:30,4,183,-14,183.5347379
Nyamulagira_01,"[1, 3]",[-1.5506528  29.07971292],25/08/2021 08:30,4,183,-14,183.5347379
Nyamulagira_01,"[2, 4]",[-1.32463229 29.35155384],25/08/2021 08:30,5,-172,-13,172.4905795
Nyamulagira_01,"[4, 5]",[-1.53836728 29.30424967],25/08/2021 08:30,5,-172,-13,172.4905795
