ID_event,granule_couple,coordinates,sensing_time,detector_number,N_v,N_h,N_eff
Karangetang_02,"[3, 4]",[  2.77592269 125.47302095],2018-12-15 02:06:39,3,83.0,-1.0,83.00603
Krakatau_00,"[0, 1]",[ -6.06351319 105.43402426],2021-08-07 03:19:48,1,84.0,-1.0,84.00595
Krakatau_00,"[1, 2]",[ -6.27736875 105.38611108],2021-08-07 03:19:52,1,84.0,-1.0,84.00595
Krakatau_01,"[0, 1]",[ -6.08339856 105.42777528],2021-09-21 03:19:50,1,84.0,-1.0,84.00595
Krakatau_01,"[1, 2]",[ -6.297196   105.37977929],2021-09-21 03:19:54,1,84.0,-1.0,84.00595
Krysuvik-Trolladyngja_00,"[0, 1]",[ 63.9298231  -22.38935457],2021-03-23 13:13:57,8,-84.0,-1.0,84.00595
Krysuvik-Trolladyngja_00,"[1, 3]",[ 63.72866211 -22.57336526],2021-03-23 13:14:01,8,-83.0,-1.0,83.00603
Krysuvik-Trolladyngja_00,"[2, 4]",[ 63.89986876 -21.8858321 ],2021-03-23 13:14:01,9,83.0,0.0,83.0
Krysuvik-Trolladyngja_00,"[4, 5]",[ 63.69922256 -22.07361603],2021-03-23 13:14:05,9,83.0,0.0,83.0
Krysuvik-Trolladyngja_01,"[0, 1]",[ 63.92986978 -22.39151881],2021-04-02 13:13:56,8,-83.0,-1.0,83.00603
Krysuvik-Trolladyngja_01,"[1, 3]",[ 63.72863251 -22.57578547],2021-04-02 13:14:00,8,-83.0,-1.0,83.00603
Krysuvik-Trolladyngja_01,"[2, 4]",[ 63.89987441 -21.88828066],2021-04-02 13:14:00,9,83.0,0.0,83.0
Krysuvik-Trolladyngja_01,"[4, 5]",[ 63.69918924 -22.07589465],2021-04-02 13:14:04,9,83.0,0.0,83.0
Krysuvik-Trolladyngja_02,"[0, 2]",[ 63.88283381 -22.01839545],2021-04-19 13:03:55,4,-84.0,0.0,84.0
Krysuvik-Trolladyngja_02,"[1, 3]",[ 64.00994644 -22.44049112],2021-04-19 13:03:59,3,84.0,-0.0,84.0
Krysuvik-Trolladyngja_02,"[2, 4]",[ 63.67947647 -22.1867907 ],2021-04-19 13:03:59,4,-84.0,0.0,84.0
Krysuvik-Trolladyngja_02,"[3, 5]",[ 63.80615319 -22.60640091],2021-04-19 13:04:03,3,84.0,-0.0,84.0
Krysuvik-Trolladyngja_03,"[0, 2]",[ 63.89241092 -22.01381064],2021-08-07 13:04:01,4,-84.0,0.0,84.0
Krysuvik-Trolladyngja_03,"[1, 3]",[ 64.01957227 -22.43575772],2021-08-07 13:04:05,3,84.0,-1.0,84.00595
Krysuvik-Trolladyngja_03,"[2, 4]",[ 63.68910082 -22.18227277],2021-08-07 13:04:05,4,-84.0,0.0,84.0
Krysuvik-Trolladyngja_03,"[3, 5]",[ 63.81578639 -22.60189428],2021-08-07 13:04:09,3,84.0,-0.0,84.0
La_Palma_00,"[0, 2]",[ 28.71915298 -17.80297272],2021-09-20 12:03:33,10,-83.0,-1.0,83.00603
La_Palma_00,"[1, 3]",[ 28.83321995 -18.0287129 ],2021-09-20 12:03:37,9,83.0,0.0,83.0
La_Palma_00,"[2, 4]",[ 28.50664309 -17.8615473 ],2021-09-20 12:03:37,10,-83.0,-1.0,83.00603
La_Palma_02,"[0, 1]",[ 28.7623614  -17.79747134],2021-09-30 12:03:34,10,-83.0,-1.0,83.00603
La_Palma_02,"[1, 3]",[ 28.54970515 -17.85575985],2021-09-30 12:03:38,10,-83.0,-1.0,83.00603
La_Palma_02,"[2, 4]",[ 28.66379659 -18.08104263],2021-09-30 12:03:41,9,83.0,-0.0,83.0
Mayon_00,"[0, 2]",[ 13.35192071 123.6824836 ],2018-01-20 02:23:47,7,82.0,-0.0,82.0
Mayon_00,"[1, 3]",[ 13.03391101 123.83511814],2018-01-20 02:23:47,8,-82.0,-0.0,82.0
Mayon_00,"[2, 4]",[ 13.13802361 123.63355431],2018-01-20 02:23:50,7,82.0,-0.0,82.0
Mayon_01,"[0, 1]",[ 13.32038554 123.67650837],2018-01-30 02:23:48,7,82.0,-0.0,82.0
Mayon_01,"[1, 2]",[ 13.10635284 123.62750447],2018-01-30 02:23:51,7,82.0,-0.0,82.0
Mayon_02,"[0, 1]",[ 13.37346926 123.68979356],2018-02-09 02:23:47,7,82.0,-0.0,82.0
Mayon_02,"[1, 2]",[ 13.15949385 123.64079449],2018-02-09 02:23:50,7,82.0,-0.0,82.0
Nyamulagira_00,"[0, 1]",[-1.31880093 29.12849867],2018-04-18 08:30:29,4,-83.0,0.0,83.0
Nyamulagira_00,"[1, 3]",[-1.53287979 29.08130318],2018-04-18 08:30:32,4,-83.0,0.0,83.0
Nyamulagira_00,"[2, 4]",[-1.30693364 29.35306001],2018-04-18 08:30:32,5,82.0,-0.0,82.0
Nyamulagira_00,"[4, 5]",[-1.52090327 29.30573071],2018-04-18 08:30:36,5,82.0,0.0,82.0
Nyamulagira_01,"[0, 1]",[-1.33677215 29.1268529 ],2021-08-25 08:30:33,4,-83.0,0.0,83.0
Nyamulagira_01,"[1, 3]",[-1.5506528  29.07971292],2021-08-25 08:30:36,4,-83.0,0.0,83.0
Nyamulagira_01,"[2, 4]",[-1.32463229 29.35155384],2021-08-25 08:30:36,5,83.0,-0.0,83.0
Nyamulagira_01,"[4, 5]",[-1.53836728 29.30424967],2021-08-25 08:30:40,5,83.0,-0.0,83.0
Nyamulagira_02,"[0, 1]",[-1.34381224 29.11640889],2022-03-13 08:30:35,4,-83.0,0.0,83.0
Nyamulagira_02,"[1, 3]",[-1.55768795 29.06920835],2022-03-13 08:30:39,4,-83.0,0.0,83.0
Nyamulagira_02,"[2, 4]",[-1.33164442 29.34104399],2022-03-13 08:30:39,5,82.0,-0.0,82.0
Nyamulagira_02,"[4, 5]",[-1.54551668 29.29376042],2022-03-13 08:30:42,5,82.0,-0.0,82.0
Piton_de_la_Fournaise_00,"[0, 1]",[-21.19888873  55.71103266],2022-01-01 06:35:09,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_00,"[1, 2]",[-21.41203161  55.65953509],2022-01-01 06:35:12,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_01,"[0, 1]",[-21.16440425  55.72028689],2022-01-06 06:35:14,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_01,"[1, 2]",[-21.37733188  55.66887883],2022-01-06 06:35:17,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_02,"[0, 1]",[-21.22000477  55.71203741],2022-01-16 06:35:14,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_02,"[1, 2]",[-21.43289723  55.6605763 ],2022-01-16 06:35:17,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_10,"[0, 1]",[-21.15977128  55.73663995],2021-04-16 06:35:08,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_10,"[1, 2]",[-21.37271282  55.68512476],2021-04-16 06:35:11,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_11,"[0, 1]",[-21.2007861   55.72599583],2021-04-26 06:35:08,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_11,"[1, 2]",[-21.41375029  55.67446276],2021-04-26 06:35:11,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_12,"[4, 0]",[-21.38901503  55.6694776 ],2021-05-11 06:35:15,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_12,"[1, 2]",[-21.38181129  55.90946485],2021-05-11 06:35:19,9,84.0,-0.0,84.0
Piton_de_la_Fournaise_12,"[6, 2]",[-21.38181133  55.90946496],2021-05-11 06:35:19,9,84.0,-0.0,84.0
Piton_de_la_Fournaise_12,"[3, 4]",[-21.17589696  55.72091337],2021-05-11 06:35:12,8,-83.0,-0.0,83.0
Piton_de_la_Fournaise_12,"[4, 5]",[-21.38901515  55.66947756],2021-05-11 06:35:15,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_12,"[6, 7]",[-21.38181142  55.90946499],2021-05-11 06:35:19,9,84.0,-0.0,84.0
Piton_de_la_Fournaise_30,"[0, 1]",[-21.20206693  55.72219633],2020-02-11 06:35:08,8,-83.0,-0.0,83.0
Piton_de_la_Fournaise_30,"[1, 2]",[-21.41513498  55.67066693],2020-02-11 06:35:11,8,-83.0,-0.0,83.0
Piton_de_la_Fournaise_31,"[0, 1]",[-21.20117871  55.71554357],2020-04-06 06:35:10,8,-83.0,-0.0,83.0
Piton_de_la_Fournaise_31,"[1, 2]",[-21.41445917  55.66422128],2020-04-06 06:35:13,8,-83.0,-0.0,83.0
Piton_de_la_Fournaise_32,"[0, 1]",[-21.18916147  55.72399576],2020-12-07 06:35:11,8,-83.0,-1.0,83.00603
Piton_de_la_Fournaise_32,"[1, 2]",[-21.40233878  55.67260096],2020-12-07 06:35:14,8,-83.0,-1.0,83.00603
Poas_10,"[0, 2]",[ 10.24315557 -84.11893978],2019-03-22 16:10:28,4,-83.0,0.0,83.0
Poas_10,"[1, 3]",[ 10.34130049 -84.32160802],2019-03-22 16:10:32,3,83.0,-1.0,83.00603
Poas_10,"[2, 4]",[ 10.02919537 -84.16632734],2019-03-22 16:10:32,4,-83.0,0.0,83.0
Poas_10,"[3, 5]",[ 10.1272852  -84.36933671],2019-03-22 16:10:36,3,83.0,-1.0,83.00603
Poas_11,"[0, 2]",[ 10.27732413 -84.11491882],2019-04-01 16:10:30,4,-83.0,0.0,83.0
Poas_11,"[1, 3]",[ 10.37541491 -84.31757304],2019-04-01 16:10:34,3,83.0,-1.0,83.00603
Poas_11,"[2, 4]",[ 10.06326909 -84.16261163],2019-04-01 16:10:34,4,-83.0,0.0,83.0
Poas_11,"[3, 5]",[ 10.16140729 -84.36516491],2019-04-01 16:10:38,3,83.0,-1.0,83.00603
Poas_21,"[0, 2]",[ 10.25756756 -84.10648888],2017-06-25 16:10:26,4,-83.0,0.0,83.0
Poas_21,"[1, 3]",[ 10.3558478  -84.30906139],2017-06-25 16:10:30,3,83.0,-1.0,83.00603
Poas_21,"[2, 4]",[ 10.04358543 -84.15390565],2017-06-25 16:10:30,4,-83.0,0.0,83.0
Poas_21,"[3, 5]",[ 10.14196394 -84.35662409],2017-06-25 16:10:34,3,83.0,-1.0,83.00603
Raung_10,"[0, 2]",[ -8.11818979 114.10203548],2020-07-19 02:50:04,8,-83.0,-0.0,83.0
Raung_10,"[1, 3]",[ -8.01333995 113.90304225],2020-07-19 02:50:08,7,83.0,-0.0,83.0
Raung_10,"[2, 4]",[ -8.33224975 114.05457591],2020-07-19 02:50:08,8,-83.0,-0.0,83.0
Raung_11,"[0, 2]",[ -8.11395539 114.11317185],2020-07-24 02:50:01,8,-83.0,-0.0,83.0
Raung_11,"[1, 3]",[ -8.00937129 113.91417124],2020-07-24 02:50:05,7,82.0,-0.0,82.0
Raung_11,"[2, 4]",[ -8.32797797 114.06569552],2020-07-24 02:50:05,8,-83.0,-0.0,83.0
Raung_12,"[0, 1]",[ -7.92321204 114.14302665],2020-07-29 02:50:02,8,-83.0,-1.0,83.00603
Raung_12,"[1, 3]",[ -8.13700409 114.09548975],2020-07-29 02:50:05,8,-83.0,-1.0,83.00603
Raung_12,"[2, 4]",[ -8.03199286 113.89632649],2020-07-29 02:50:09,7,83.0,-0.0,83.0
San_Miguel_10,"[1, 2]",[ 13.41437674 -88.22171287],2018-02-06 16:29:43,5,83.0,-0.0,83.0
San_Miguel_10,"[2, 3]",[ 13.2003348 -88.2703746],2018-02-06 16:29:47,5,82.0,-0.0,82.0
San_Miguel_11,"[0, 1]",[ 13.43302315 -88.44667734],2018-02-16 16:29:40,4,-83.0,0.0,83.0
San_Miguel_11,"[2, 3]",[ 13.4449557  -88.21570226],2018-02-16 16:29:43,5,83.0,-0.0,83.0
San_Miguel_11,"[3, 4]",[ 13.23104414 -88.26448342],2018-02-16 16:29:47,5,83.0,0.0,83.0
San_Miguel_12,"[0, 1]",[ 13.5605735  -88.41829545],2018-03-08 16:29:37,4,-83.0,0.0,83.0
San_Miguel_12,"[2, 3]",[ 13.57280345 -88.18714711],2018-03-08 16:29:41,5,83.0,-0.0,83.0
San_Miguel_12,"[3, 4]",[ 13.3589961  -88.23562798],2018-03-08 16:29:44,5,83.0,-0.0,83.0
Sangay_00,"[4, 0]",[ -2.17019346 -78.42923517],2019-05-17 15:43:46,8,-83.0,-1.0,83.00603
Sangay_00,"[1, 2]",[ -2.16482792 -78.20774196],2019-05-17 15:43:49,9,83.0,0.0,83.0
Sangay_00,"[6, 2]",[ -2.1648317  -78.20774285],2019-05-17 15:43:49,9,83.0,0.0,83.0
Sangay_00,"[3, 4]",[ -1.95627926 -78.3821054 ],2019-05-17 15:43:42,8,-82.0,-1.0,82.006096
Sangay_00,"[4, 5]",[ -2.17019722 -78.42923604],2019-05-17 15:43:46,8,-83.0,-1.0,83.00603
Sangay_00,"[6, 7]",[ -2.16483545 -78.20774355],2019-05-17 15:43:49,9,83.0,0.0,83.0
Sangay_01,"[0, 1]",[ -1.96515802 -78.38601564],2021-07-05 15:43:41,8,-83.0,-1.0,83.00603
Sangay_01,"[1, 2]",[ -2.17903341 -78.43308359],2021-07-05 15:43:45,8,-82.0,-1.0,82.006096
Sangay_01,"[3, 4]",[ -2.17376167 -78.21141915],2021-07-05 15:43:48,9,83.0,-0.0,83.0
Sangay_10,"[0, 1]",[ -1.96108206 -78.36887646],2018-08-25 15:43:30,8,-82.0,-0.0,82.0
Sangay_10,"[1, 2]",[ -2.17525365 -78.41589911],2018-08-25 15:43:34,8,-82.0,-0.0,82.0
Sangay_10,"[3, 4]",[ -2.17021532 -78.19432073],2018-08-25 15:43:37,9,82.0,-0.0,82.0
Sangay_11,"[0, 1]",[ -1.97046566 -78.39192652],2018-10-29 15:43:35,8,-82.0,-1.0,82.006096
Sangay_11,"[1, 3]",[ -2.18455948 -78.43883932],2018-10-29 15:43:39,8,-82.0,-1.0,82.006096
Sangay_11,"[2, 4]",[ -1.96535533 -78.17036183],2018-10-29 15:43:39,9,83.0,0.0,83.0
Sangay_11,"[4, 5]",[ -2.17923411 -78.21710115],2018-10-29 15:43:42,9,83.0,0.0,83.0
Sangay_12,"[0, 1]",[ -1.96954722 -78.39558162],2018-11-13 15:43:36,8,-82.0,-1.0,82.006096
Sangay_12,"[1, 3]",[ -2.18377073 -78.44261762],2018-11-13 15:43:40,8,-82.0,-1.0,82.006096
Sangay_12,"[2, 4]",[ -1.96471855 -78.17425215],2018-11-13 15:43:40,9,82.0,0.0,82.0
Sangay_12,"[4, 5]",[ -2.17881614 -78.22108722],2018-11-13 15:43:43,9,82.0,0.0,82.0
Sangay_31,"[0, 1]",[ -1.95561593 -78.37545828],2017-09-19 15:43:27,8,-82.0,-0.0,82.0
Sangay_31,"[1, 2]",[ -2.16956404 -78.42242787],2017-09-19 15:43:30,8,-82.0,-0.0,82.0
Sangay_31,"[3, 4]",[ -2.16443411 -78.20079947],2017-09-19 15:43:34,9,82.0,-0.0,82.0
Santa_Maria_00,"[0, 1]",[ 14.75130148 -91.590998  ],2021-02-16 16:49:27,11,83.0,0.0,83.0
Santa_Maria_00,"[1, 2]",[ 14.5374246 -91.6410955],2021-02-16 16:49:31,11,83.0,0.0,83.0
Soputan_10,"[0, 1]",[  1.24327508 124.90207689],2018-10-11 02:07:05,2,-84.0,1.0,84.00595
Soputan_10,"[1, 3]",[  1.02911404 124.85540351],2018-10-11 02:07:09,2,-84.0,1.0,84.00595
Soputan_10,"[2, 4]",[  1.12836675 124.64948512],2018-10-11 02:07:12,1,84.0,-1.0,84.00595
Stromboli_01,"[0, 2]",[38.95355265 15.20141768],2019-07-07 09:59:57,9,83.0,0.0,83.0
Stromboli_01,"[1, 3]",[38.62415273 15.38286193],2019-07-07 09:59:57,10,-84.0,-1.0,84.00595
Stromboli_01,"[2, 4]",[38.74207284 15.13158072],2019-07-07 10:00:00,9,83.0,0.0,83.0
Stromboli_02,"[0, 2]",[38.94867134 15.20758032],2019-01-08 09:59:47,9,83.0,-0.0,83.0
Stromboli_02,"[2, 4]",[38.73741749 15.1379995 ],2019-01-08 09:59:51,9,83.0,0.0,83.0
Telica_00,"[0, 1]",[ 12.66021284 -86.7922126 ],2021-08-26 16:20:00,1,84.0,-1.0,84.00595
Telica_00,"[1, 2]",[ 12.44641474 -86.83992403],2021-08-26 16:20:04,1,84.0,-1.0,84.00595
Telica_01,"[0, 1]",[ 12.64646889 -86.79446645],2021-09-05 16:19:59,1,84.0,-1.0,84.00595
Telica_01,"[1, 2]",[ 12.43266631 -86.84205428],2021-09-05 16:20:03,1,84.0,-1.0,84.00595
Telica_02,"[0, 1]",[ 12.73286713 -86.77501392],2021-09-20 16:19:55,1,84.0,-1.0,84.00595
Telica_02,"[1, 2]",[ 12.51905731 -86.82276726],2021-09-20 16:19:58,1,84.0,-1.0,84.00595
Telica_10,"[0, 1]",[ 12.66084815 -86.7959363 ],2020-08-01 16:20:04,1,84.0,-1.0,84.00595
Telica_10,"[1, 2]",[ 12.44681265 -86.84362275],2020-08-01 16:20:08,1,84.0,-1.0,84.00595
Tinakula_00,"[0, 1]",[-10.26439886 165.81768571],2019-01-02 23:19:09,5,83.0,-0.0,83.0
Tinakula_00,"[1, 2]",[-10.47801412 165.76931147],2019-01-02 23:19:12,5,83.0,-0.0,83.0
Tinakula_01,"[0, 1]",[-10.23218412 165.81831049],2021-10-28 23:19:19,5,83.0,-1.0,83.00603
Tinakula_01,"[1, 2]",[-10.44608805 165.76990297],2021-10-28 23:19:22,5,83.0,-1.0,83.00603
Tinakula_02,"[0, 1]",[-10.22186893 165.82589068],2021-12-22 23:19:09,5,83.0,0.0,83.0
Tinakula_02,"[1, 2]",[-10.43557602 165.7775    ],2021-12-22 23:19:12,5,83.0,0.0,83.0
Ulawun_10,"[0, 1]",[ -4.99081379 151.2197789 ],2021-07-09 00:18:11,2,-84.0,1.0,84.00595
Ulawun_10,"[1, 3]",[ -5.20479819 151.17256248],2021-07-09 00:18:14,2,-84.0,1.0,84.00595
Ulawun_10,"[2, 4]",[ -4.97387257 151.45338067],2021-07-09 00:18:14,3,83.0,-0.0,83.0
Ulawun_10,"[4, 5]",[ -5.1876494  151.40542014],2021-07-09 00:18:18,3,83.0,-0.0,83.0
Ulawun_20,"[0, 1]",[ -5.00821116 151.21427628],2019-08-14 00:18:15,2,-84.0,1.0,84.00595
Ulawun_20,"[1, 3]",[ -5.22208568 151.1671049 ],2019-08-14 00:18:18,2,-84.0,1.0,84.00595
Ulawun_20,"[2, 4]",[ -4.99125892 151.44771209],2019-08-14 00:18:18,3,83.0,-1.0,83.00603
Ulawun_20,"[4, 5]",[ -5.20503122 151.39980566],2019-08-14 00:18:22,3,83.0,-1.0,83.00603
Ulawun_21,"[0, 1]",[ -5.0020473  151.22377205],2019-10-03 00:18:09,2,-84.0,1.0,84.00595
Ulawun_21,"[1, 3]",[ -5.21587761 151.17648025],2019-10-03 00:18:12,2,-84.0,1.0,84.00595
Ulawun_21,"[2, 4]",[ -4.9850616  151.45706983],2019-10-03 00:18:12,3,83.0,-0.0,83.0
Ulawun_21,"[4, 5]",[ -5.19875491 151.40914413],2019-10-03 00:18:16,3,83.0,-0.0,83.0
